Batsman, Bowler, TimeBowled, Inning, Over, Ball, Runs, Wicket, Bat_hand, bowler_hand, releaseX, releaseY, releaseZ, releaseSpeed, bounceX, bounceY, bounceSpeed, stumpPosX, stumpPosY, stumpPosZ, stumpSpeed, deviation, swing, dropAngle, bounceAngle 
Matt Renshaw, Imran Khan, 2017-01-03T14:00:34,1,20,1,0, N, L, R,18.3674,-0.828035,1.94439,140.081,5.67643,0.0469215,116.505,0,0.518268,0.682366,105.822,0.713541,0.16902,11.2253,8.05722
Matt Renshaw, Imran Khan, 2017-01-03T14:01:14,1,20,2,0, N, L, R,18.2931,-0.834999,1.9238,133.511,6.77779,-0.113143,112.981,0,0.341804,0.779467,100.431,0.414015,-0.308377,11.9158,8.22824
Matt Renshaw, Imran Khan, 2017-01-03T14:01:53,1,20,3,1, N, L, R,18.5579,-0.706697,1.96443,136.448,4.23651,0.3399,114.501,0,0.67478,0.53193,106.795,-0.0197823,0.709416,10.663,7.80565
David Warner, Imran Khan, 2017-01-03T14:02:33,1,20,4,0, N, L, R,18.425,0.735981,1.94354,133.389,7.84647,0.372549,115.89,0,0.151448,0.860706,102.767,0.0815647,0.519265,12.3489,8.17139
David Warner, Imran Khan, 2017-01-03T14:03:12,1,20,5,1, N, L, R,18.4316,0.882975,1.91531,141.247,6.09439,0.459106,118.675,0,0.253888,0.678554,107.452,-0.512819,1.04136,11.2546,7.60133
Matt Renshaw, Imran Khan, 2017-01-03T14:03:54,1,20,6,4, N, L, R,18.4197,-0.738075,1.96413,140.281,0.0573502,0.168209,95.4141,0,0.171513,0.0458002,95.3141,0.0197823,0.863661,10.1556,10.1975
David Warner, Yasir Shah, 2017-01-03T14:04:55,1,21,1,1, N, L, R,18.6052,1.19679,2.00146,83.9388,3.98606,0.413259,66.0809,0,-0.0639582,0.674887,60.5751,-5.0604,2.52825,15.7495,12.4873
Matt Renshaw, Yasir Shah, 2017-01-03T14:05:27,1,21,2,1, N, L, R,18.7594,1.22268,2.00524,82.799,2.61452,0.364519,68.449,0,0.169272,0.604287,64.7998,-2.9663,3.36389,16.9353,14.2058
David Warner, Yasir Shah, 2017-01-03T14:05:54,1,21,3,1, N, L, R,18.6566,1.29558,1.95198,86.1285,4.03722,0.626445,67.0301,0,0.235577,0.772809,61.0698,-4.49671,3.10104,15.7022,13.6734
Matt Renshaw, Yasir Shah, 2017-01-03T14:06:22,1,21,4,0, N, L, R,18.5966,1.19896,1.96031,85.3826,4.15021,0.502268,66.5021,0,0.142186,0.728962,60.6477,-4.1883,3.83027,16.0571,12.9277
Matt Renshaw, Yasir Shah, 2017-01-03T14:06:42,1,21,5,1, N, L, R,18.6848,1.25527,1.93933,88.512,5.7534,0.265314,74.9225,0,-0.518789,0.611651,67.4399,-3.58146,0.388662,15.0614,9.66252
David Warner, Yasir Shah, 2017-01-03T14:07:10,1,21,6,4, N, L, R,18.6158,1.17864,1.95297,84.8512,5.26688,0.630909,68.5518,0,0.23641,0.690698,61.132,-3.42914,2.88731,16.2604,11.3924
Matt Renshaw, Wahab Riaz, 2017-01-03T14:08:53,1,22,1,0, N, L, L,18.4248,0.35682,1.9856,139.845,3.62388,0.442065,120.601,0,0.509524,0.481296,113.675,0.341497,0.757956,10.0624,7.87389
Matt Renshaw, Wahab Riaz, 2017-01-03T14:09:24,1,22,2,0, N, L, L,18.5285,0.281941,1.9326,143.446,7.04204,0.244203,118.561,0,0.211339,0.927746,105.747,-0.176939,0.186626,11.6261,9.11959
Matt Renshaw, Wahab Riaz, 2017-01-03T14:09:56,1,22,3,0, N, L, L,18.384,0.329107,1.94823,142.414,6.76846,0.251889,119.766,0,0.230269,0.79682,106.527,-0.0766167,0.518888,11.6782,8.19512
Matt Renshaw, Wahab Riaz, 2017-01-03T14:10:28,1,22,4,0, N, L, L,18.5658,0.426042,2.01582,141.129,8.34262,0.41349,119.156,0,0.436568,0.948412,106.974,-0.302612,1.02202,12.9412,8.40777
Matt Renshaw, Wahab Riaz, 2017-01-03T14:11:00,1,22,5,0, N, L, L,18.3931,0.396038,1.93987,141.435,9.9861,0.472166,114.684,0,0.547845,1.27041,110.508,-0.542125,0.879823,14.5651,9.95644
Matt Renshaw, Wahab Riaz, 2017-01-03T14:11:32,1,22,6,0, N, L, L,18.5161,0.333411,1.94717,143.188,6.24932,0.185648,119.993,0,0.0901469,0.670147,108.676,-0.322641,0.258688,11.3145,7.39174
David Warner, Mohammad Amir, 2017-01-03T14:12:45,1,23,1,2, N, L, L,18.7524,0.643037,1.96165,140.549,6.85509,0.338225,119.253,0,0.175666,0.85206,106.418,0.24309,-0.260196,11.5055,8.63984
David Warner, Mohammad Amir, 2017-01-03T14:13:43,1,23,2,1, N, L, L,18.6909,0.716476,1.94259,139.697,6.18327,0.198157,122.799,0,-0.0897202,0.700433,110.667,-0.301316,0,10.921,7.60774
Matt Renshaw, Mohammad Amir, 2017-01-03T14:14:34,1,23,3,0, N, L, L,18.6291,0.778864,1.95319,139.015,7.60353,0.499692,123.631,0,0.251715,0.817261,109.903,-0.0740187,-0.669396,11.7927,7.76684
Matt Renshaw, Mohammad Amir, 2017-01-03T14:15:09,1,23,4,0, N, L, L,18.9036,0.753365,1.97416,144.251,3.33403,0.209194,120.899,0,0.105968,0.422904,114.336,0.547155,-0.598071,10.2423,7.40723
Matt Renshaw, Mohammad Amir, 2017-01-03T14:15:47,1,23,5,0, N, L, L,18.7789,1.03294,1.96722,138.797,6.54296,0.522267,118.913,0,0.181402,0.73256,107.272,-0.150658,-0.858662,11.3544,7.78199
Matt Renshaw, Mohammad Amir, 2017-01-03T14:16:21,1,23,6,0, N, L, L,18.5731,0.777236,1.94026,135.686,6.97521,0.454946,117.946,0,0.257065,0.777662,106.781,0.396142,-0.832513,11.5539,7.96944
David Warner, Wahab Riaz, 2017-01-03T14:17:37,1,24,1,4, N, L, L,18.4407,0.386475,1.97701,146.307,7.95157,0.44562,123.439,0,0.515417,1.01312,110.448,-0.173589,0.674347,12.4918,8.93088
David Warner, Wahab Riaz, 2017-01-03T14:18:24,1,24,2,1, N, L, L,18.5241,0.334313,1.97864,145.451,6.14616,0.335777,126.225,0,0.321947,0.666755,113.742,-0.128204,0,11.1069,7.2466
Matt Renshaw, Wahab Riaz, 2017-01-03T14:19:27,1,24,3,0, N, L, L,18.3469,0.379654,1.94351,144.906,11.9197,0.304271,110.871,0,0.337945,1.47819,102.944,0.266879,1.08787,17.5991,10.4972
Matt Renshaw, Wahab Riaz, 2017-01-03T14:19:59,1,24,4,0, N, L, L,18.4588,0.3295,1.94088,142.048,12.15,0.292946,110.901,0,0.296682,1.57898,102.493,-0.185575,1.04904,17.9889,11.0372
Matt Renshaw, Wahab Riaz, 2017-01-03T14:20:33,1,24,5,0, N, L, L,18.2536,0.382854,1.91383,137.574,10.5115,0.503833,111.786,0,0.738706,1.52932,102.436,0.179137,0.398113,15.1325,11.3618
Matt Renshaw, Wahab Riaz, 2017-01-03T14:21:05,1,24,6,0, N, L, L,18.2768,0.225215,1.93086,142.396,3.09751,0.151905,123.421,0,0.137365,0.359489,117.656,0.471469,-0.88426,10.0764,6.65462
David Warner, Mohammad Amir, 2017-01-03T14:22:05,1,25,1,1, N, L, L,18.583,0.846193,1.95474,141.126,7.81051,0.346121,121.88,0,-0.0542453,0.856557,108.533,-0.196832,-0.157018,11.8975,7.93243
Matt Renshaw, Mohammad Amir, 2017-01-03T14:22:41,1,25,2,0, N, L, L,18.7522,0.996777,1.98118,138.105,4.51498,0.631676,119.948,0,0.480411,0.55814,110.461,-0.132704,-0.608772,10.4587,7.7607
Matt Renshaw, Mohammad Amir, 2017-01-03T14:23:16,1,25,3,0, N, L, L,18.4242,0.929682,1.93147,139.871,7.96948,0.555649,118.101,0,0.250039,1.01101,106.853,0.0279765,-0.348305,12.0951,9.1757
Matt Renshaw, Mohammad Amir, 2017-01-03T14:23:54,1,25,4,0, N, L, L,18.3746,0.853889,1.93158,137.218,7.73051,0.614571,116.567,0,0.423293,0.822573,112.749,0.303258,-0.835797,12.1504,7.77641
Matt Renshaw, Mohammad Amir, 2017-01-03T14:24:37,1,25,5,0, N, L, L,18.6181,0.911778,1.97858,128.064,6.25312,0.674616,110.285,0,0.588866,0.750912,107.055,-0.239848,1.07647,11.7906,8.25292
Matt Renshaw, Mohammad Amir, 2017-01-03T14:25:14,1,25,6,0, N, L, L,18.7282,0.900703,1.96947,138.575,6.01146,0.485866,118.151,0,0.257559,0.67035,106.704,-0.0197823,-0.54894,11.2566,7.65093
David Warner, Wahab Riaz, 2017-01-03T14:26:30,1,26,1,2, N, L, L,18.2365,0.261893,1.89519,145.044,11.2314,0.227878,117.891,0,0.380634,1.26307,110.545,0.915785,0.276953,16.107,9.64316
David Warner, Wahab Riaz, 2017-01-03T14:27:32,1,26,2,3, N, L, L,18.2569,0.32933,1.93329,148.146,7.4615,0.144317,127.411,0,0.0731519,0.857271,113.06,-0.034264,0.898528,11.8203,8.03778
Matt Renshaw, Wahab Riaz, 2017-01-03T14:28:42,1,26,3,0, N, L, L,18.3293,0.38214,1.97357,147.09,8.29092,0.313514,125.697,0,0.267564,1.03639,110.019,-0.195835,0.518133,12.6623,8.88834
Matt Renshaw, Wahab Riaz, 2017-01-03T14:29:16,1,26,4,0, N, L, L,18.3626,0.366244,1.94235,141.003,9.5973,0.383223,115.048,0,0.442366,1.38051,109.339,-0.166689,0.792288,13.9609,10.5963
Matt Renshaw, Wahab Riaz, 2017-01-03T14:29:50,1,26,5,4, N, L, L,18.2534,0.315288,1.96373,141.804,8.09554,0.124695,123.403,0,-0.103084,1.03785,110.136,-0.255644,-0.54894,12.6047,9.06017
Matt Renshaw, Wahab Riaz, 2017-01-03T14:30:41,1,26,6,0, N, L, L,18.3087,0.400062,1.96938,141.445,9.37333,0.504416,118.384,0,0.511817,1.17053,111.867,-0.414015,-0.400563,13.7368,9.27046
David Warner, Yasir Shah, 2017-01-03T15:12:00,1,27,1,0, N, L, R,18.7215,-0.577338,1.92712,85.8956,5.21976,0.0288312,71.51,0,-0.0151694,0.881754,63.888,-3.08597,0.0656106,15.7192,13.0628
David Warner, Yasir Shah, 2017-01-03T15:12:24,1,27,2,1, N, L, R,18.7153,-0.62436,1.97544,86.1334,6.76977,-0.18841,67.7675,0,-0.429753,0.869918,59.0906,-4.25869,0.245493,15.7748,12.7852
Matt Renshaw, Yasir Shah, 2017-01-03T15:13:07,1,27,3,0, N, L, R,18.7015,-0.595708,1.9568,84.0358,2.74555,0.406995,66.9681,0,0.419781,0.265246,63.5033,-4.40793,2.09536,15.8473,7.01103
Matt Renshaw, Yasir Shah, 2017-01-03T15:13:26,1,27,4,0, N, L, R,18.7235,-0.643897,1.92792,83.9416,4.46043,-0.181229,68.7728,0,-0.276296,0.700085,62.5861,-3.56018,0.945226,16.1715,12.0372
Matt Renshaw, Yasir Shah, 2017-01-03T15:13:48,1,27,5,3, N, L, R,18.8147,-0.528201,1.96152,85.6462,4.62666,0.340728,70.2445,0,0.457141,0.690136,64.0097,-3.13382,2.0783,15.6843,11.5697
David Warner, Yasir Shah, 2017-01-03T15:14:27,1,27,6,2, N, L, R,18.6596,-0.608441,1.96009,85.6834,5.06702,0.231334,68.0162,0,0.233671,0.737966,61.0291,-4.56583,2.03673,15.6602,12.0576
Matt Renshaw, Wahab Riaz, 2017-01-03T15:15:49,1,28,1,0, N, L, L,18.3653,0.488245,2.00418,137.933,6.55253,0.361985,122.796,0,0.359401,0.836304,114.385,0.600683,-0.0197823,11.9544,8.50577
Matt Renshaw, Wahab Riaz, 2017-01-03T15:16:21,1,28,2,1, N, L, L,18.4388,0.294497,1.99761,140.35,6.45106,0.248624,118.711,0,0.202335,0.798534,107.544,0.118694,-0.602309,11.4083,8.38396
David Warner, Wahab Riaz, 2017-01-03T15:17:10,1,28,3,1, N, L, L,18.3488,0.315903,1.94552,143.907,8.99226,0.310886,123.718,0,0.280561,1.15521,108.232,-0.14537,0,13.3283,9.34938
Matt Renshaw, Wahab Riaz, 2017-01-03T15:17:42,1,28,4,0, N, L, L,18.3554,0.367293,1.9936,136.906,8.05175,0.220262,120.665,0,0.111032,0.983085,107.468,0.132704,-0.176939,12.7705,8.77816
Matt Renshaw, Wahab Riaz, 2017-01-03T15:18:17,1,28,5,0, N, L, L,18.3446,0.389634,1.97098,138.169,8.09554,0.164444,121.753,0,-0.00763042,0.997243,109.561,0.0484566,0,12.4271,8.75389
Matt Renshaw, Wahab Riaz, 2017-01-03T15:18:52,1,28,6,2, N, L, L,18.2023,0.280197,1.98575,141.225,7.43487,0.368471,123.463,0,0.283068,1.04533,110.18,-0.615803,-1.00073,12.1058,9.57066
David Warner, Yasir Shah, 2017-01-03T15:20:11,1,29,1,2, N, L, R,18.7639,-0.567891,1.94227,86.0208,4.63404,-0.0732535,69.5637,0,-0.146031,0.8013,62.9256,-4.03007,2.18346,15.8637,12.9745
David Warner, Yasir Shah, 2017-01-03T15:20:48,1,29,2,0, N, L, R,18.7907,-0.595242,1.92228,84.8222,4.92807,-0.0459593,70.5854,0,-0.0933056,0.670229,63.9191,-3.0286,0.406382,15.5354,11.0715
David Warner, Yasir Shah, 2017-01-03T15:21:11,1,29,3,1, N, L, R,18.7966,-0.688442,1.94677,82.2676,5.65992,-0.0236151,66.6613,0,-0.132966,0.760358,59.4105,-4.88267,1.71361,16.0579,12.1856
Matt Renshaw, Yasir Shah, 2017-01-03T15:21:46,1,29,4,1, N, L, R,18.7204,-0.586655,1.96153,84.0376,3.5676,0.34184,67.2912,0,0.405866,0.585833,61.9514,-4.3269,3.56963,16.5234,11.6904
David Warner, Yasir Shah, 2017-01-03T15:22:18,1,29,5,0, N, L, R,18.6841,-0.618879,1.94615,84.656,5.05637,0.0270861,68.0433,0,-0.0875416,0.699988,61.2684,-4.28007,0.524887,15.6629,11.5867
David Warner, Yasir Shah, 2017-01-03T15:22:42,1,29,6,1, N, L, R,18.759,-0.557653,1.94929,83.5358,4.12773,0.256753,68.8752,0,0.301737,0.696813,63.2872,-3.41271,1.66554,15.8358,12.3658
David Warner, Wahab Riaz, 2017-01-03T15:24:11,1,30,1,0, N, L, L,18.2078,0.270173,1.9786,140.985,7.4848,0.0676386,122.999,0,-0.138562,0.909069,109.657,-0.11535,-0.740193,11.9519,8.48843
David Warner, Wahab Riaz, 2017-01-03T15:24:41,1,30,2,2, N, L, L,18.4238,0.29369,1.96436,140.047,4.80072,0.29079,119.088,0,0.32248,0.615081,109.521,0.0713263,0.618972,10.6738,8.09045
David Warner, Wahab Riaz, 2017-01-03T15:25:33,1,30,3,1, N, L, L,18.3524,0.255477,1.94804,144.487,6.53736,0.132389,124.516,0,0.00490051,0.816899,112.027,-0.14537,-0.727124,11.0938,8.35108
Matt Renshaw, Wahab Riaz, 2017-01-03T15:26:08,1,30,4,1, N, L, L,18.2929,0.386458,1.98077,142.468,6.98971,0.0752421,118.792,0,-0.139732,0.955073,107.7,0.165511,-0.677531,12.0104,9.27913
David Warner, Wahab Riaz, 2017-01-03T15:26:49,1,30,5,1, N, L, L,18.2996,0.246612,1.93847,142.964,3.33948,-0.0660431,124.577,0,-0.188559,0.411703,117.577,-0.762332,-0.275536,9.95671,7.15606
Matt Renshaw, Wahab Riaz, 2017-01-03T15:27:25,1,30,6,0, N, L, L,18.236,0.37223,1.95964,139.783,6.82711,0.482755,122.495,0,0.53039,0.837615,111.174,0.118694,-0.533025,11.8107,8.35401
David Warner, Yasir Shah, 2017-01-03T15:28:34,1,31,1,1, N, L, R,18.5906,-0.621053,1.92818,86.361,6.10229,-0.0657105,72.2822,0,-0.135746,0.795345,64.0475,-3.91887,1.39844,15.4437,11.5901
Matt Renshaw, Yasir Shah, 2017-01-03T15:29:27,1,31,2,0, N, L, R,18.7183,-0.622206,1.92106,85.6479,5.36581,0.1557,70.6715,0,0.129534,0.79613,63.448,-4.00242,0.75873,15.7609,12.1504
Matt Renshaw, Yasir Shah, 2017-01-03T15:29:47,1,31,3,0, N, L, R,18.6457,-0.592498,1.91367,84.3268,5.51684,0.140991,69.9755,0,0.146949,0.623866,62.5852,-3.85823,1.3976,15.7791,10.4091
Matt Renshaw, Yasir Shah, 2017-01-03T15:30:05,1,31,4,4, N, L, R,18.8929,-0.590748,1.97501,83.8842,4.0104,-0.13123,70.911,0,-0.167084,0.576374,65.4905,-2.61217,0.650719,15.4529,10.6484
Matt Renshaw, Yasir Shah, 2017-01-03T15:30:53,1,31,5,0, N, L, R,18.741,-0.565258,1.97036,84.9911,3.16669,0.21749,66.034,0,-0.000390048,0.790874,61.1864,-7.18316,0.715458,15.5687,16.0798
Matt Renshaw, Yasir Shah, 2017-01-03T15:31:18,1,31,6,0, N, L, R,18.6779,-0.627681,1.89964,85.6145,5.30733,0.0010885,72.5802,0,-0.0924384,0.794676,65.05,-4.70115,1.95485,15.576,11.9745
David Warner, Wahab Riaz, 2017-01-03T15:32:13,1,32,1,0, N, L, L,18.4392,0.270313,2.01769,142.586,7.90464,0.190516,121.844,0,0.0944591,1.0573,106.993,0.113641,-0.726046,12.4436,9.37425
David Warner, Wahab Riaz, 2017-01-03T15:32:46,1,32,2,0, N, L, L,18.2635,0.230766,1.95808,138.395,8.65307,0.278324,119.147,0,0.337366,1.18572,106.172,0.444114,-0.655513,13.1571,9.90048
David Warner, Wahab Riaz, 2017-01-03T15:33:19,1,32,3,0, Y, L, L,18.1278,0.248275,1.93929,142.178,7.21491,0.2564,123.081,0,0.23985,0.975975,109.688,-0.228997,0.106531,11.7644,9.19059
Usman Khawaja, Wahab Riaz, 2017-01-03T15:36:21,1,32,4,0, N, L, L,18.3304,0.344912,1.99591,141.583,7.23616,0.336433,119.387,0,0.329898,0.97893,113.55,0.335135,-0.664996,12.2129,9.26071
Usman Khawaja, Wahab Riaz, 2017-01-03T15:36:53,1,32,5,0, N, L, L,18.23,0.32705,1.96904,135.436,6.88593,0.215134,118.534,0,0.132156,0.876425,106.173,-0.0839294,-0.0713263,11.7838,8.7759
Usman Khawaja, Wahab Riaz, 2017-01-03T15:37:24,1,32,6,0, N, L, L,18.3294,0.247935,1.97443,140.347,7.00463,0.256504,121.183,0,0.230643,0.959953,108.255,-0.221173,-0.0625573,11.7198,9.29067
Matt Renshaw, Yasir Shah, 2017-01-03T15:38:47,1,33,1,0, N, L, R,18.6975,-0.582538,1.9463,85.8291,4.48486,0.157862,67.6712,0,0.0820036,0.681941,61.4335,-4.4558,0.975985,15.8699,11.8466
Matt Renshaw, Yasir Shah, 2017-01-03T15:39:05,1,33,2,2, N, L, R,18.7066,-0.612533,2.00198,84.9132,4.79585,0.272776,64.3544,0,0.258523,0.854248,57.7702,-5.28505,2.84696,15.8811,14.1336
Matt Renshaw, Yasir Shah, 2017-01-03T15:39:39,1,33,3,0, N, L, R,18.6136,-0.545894,1.92939,84.5951,5.0799,0.213158,67.2157,0,0.253404,0.748444,60.3059,-4.06751,2.54322,15.9551,12.2287
Matt Renshaw, Yasir Shah, 2017-01-03T15:40:00,1,33,4,3, N, L, R,18.7295,-0.648323,1.90989,87.8561,4.13289,0.129726,70.7002,0,0.177474,0.66512,65.162,-3.76458,2.67306,15.4391,11.6869
Usman Khawaja, Yasir Shah, 2017-01-03T15:40:51,1,33,5,0, N, L, R,18.7428,-0.646167,1.94006,87.5307,4.71986,0.099096,72.2397,0,0.0784671,0.744047,65.3561,-3.64519,0.683855,15.3984,11.903
Usman Khawaja, Yasir Shah, 2017-01-03T15:41:10,1,33,6,0, N, L, R,18.6599,-0.596684,1.91327,86.2087,5.74755,-0.0134905,71.4254,0,-0.0322344,0.743068,63.8137,-3.64341,1.69824,15.3727,11.3412
Matt Renshaw, Wahab Riaz, 2017-01-03T15:41:57,1,34,1,2, N, L, L,18.2473,0.366692,1.97501,139.426,4.4881,0.321037,122.479,0,0.271366,0.570869,113.694,-0.363156,-0.154505,10.6249,7.85851
Matt Renshaw, Wahab Riaz, 2017-01-03T15:42:42,1,34,1,0, N, L, L,18.3807,0.385656,1.9813,139.921,8.32268,0.389848,118.484,0,0.461241,0.999303,107.114,0.616755,-0.29074,12.8648,8.83288
Matt Renshaw, Wahab Riaz, 2017-01-03T15:43:15,1,34,2,0, N, L, L,18.478,0.40549,1.99175,143.053,7.13019,0.386454,123.269,0,0.387355,0.953601,110.677,0.150658,-0.0884693,11.9158,9.06983
Matt Renshaw, Wahab Riaz, 2017-01-03T15:43:48,1,34,3,0, N, L, L,18.657,0.395179,2.01671,147.014,4.56578,0.342801,122.691,0,0.30672,0.559483,113.94,-0.38563,0.275536,10.756,7.60927
Matt Renshaw, Wahab Riaz, 2017-01-03T15:44:22,1,34,4,0, N, L, L,18.3544,0.37346,1.95881,139.039,8.56853,0.351207,116.191,0,0.436535,1.05041,104.66,0.571982,0.24866,12.886,9.15457
Matt Renshaw, Wahab Riaz, 2017-01-03T15:44:56,1,34,5,0, N, L, L,18.2171,0.338851,1.9649,141.079,8.03055,0.323168,119.659,0,0.303097,1.0046,113.411,0.155766,-0.41212,12.8607,8.77848
Matt Renshaw, Wahab Riaz, 2017-01-03T15:45:34,1,34,6,1, N, L, L,18.1982,0.412772,1.96218,139.725,8.75127,0.303783,115.897,0,0.183713,1.16755,111.037,0.2307,-0.690972,13.3039,9.79239
Matt Renshaw, Yasir Shah, 2017-01-03T15:46:51,1,35,1,4, N, L, R,18.5685,-0.598227,1.90694,86.4567,6.44005,0.147545,69.6874,0,0.167747,0.883554,61.2623,-4.67625,2.60497,15.7466,12.6347
Matt Renshaw, Yasir Shah, 2017-01-03T15:47:23,1,35,2,0, N, L, R,18.7206,-0.507687,1.96233,85.8352,4.76371,0.401327,69.5484,0,0.438712,0.663288,63.4837,-3.81454,1.04436,15.4819,11.1554
Matt Renshaw, Yasir Shah, 2017-01-03T15:47:41,1,35,3,0, N, L, R,18.6702,-0.622654,1.93585,85.8286,4.85093,0.0316876,72.1952,0,-0.0197517,0.775737,65.3484,-2.89658,-0.819722,15.4931,12.1387
Matt Renshaw, Yasir Shah, 2017-01-03T15:48:01,1,35,4,1, N, L, R,18.7036,-0.574932,1.97258,81.3527,3.76456,0.0623057,65.6713,0,-0.0265744,0.701988,60.5302,-4.42288,1.22605,16.5579,13.2835
Usman Khawaja, Yasir Shah, 2017-01-03T15:48:39,1,35,5,3, N, L, R,18.705,-0.711086,1.9383,84.236,5.58486,0.280235,68.5473,0,0.311475,0.829565,61.6628,-4.93221,1.80689,15.7487,12.5712
Matt Renshaw, Yasir Shah, 2017-01-03T15:49:23,1,35,6,0, N, L, R,18.6566,-0.593795,1.95043,84.9917,5.46353,0.118191,67.8802,0,0.104946,0.755008,60.8507,-4.4403,2.36173,15.8313,12.0344
Usman Khawaja, Imran Khan, 2017-01-03T15:50:39,1,36,1,0, N, L, R,18.452,-0.63683,1.97562,134.808,4.95166,0.142481,113.99,0,0.452577,0.478613,105.416,0.0442347,0.429783,11.2932,6.48385
Usman Khawaja, Imran Khan, 2017-01-03T15:50:44,1,36,2,0, N, L, R,18.4283,-0.859844,1.96558,132.946,6.79038,-0.0456782,112.233,0,0.556172,0.902956,100.865,0.895911,0.318367,12.0511,9.33697
Usman Khawaja, Imran Khan, 2017-01-03T15:52:00,1,36,3,0, N, L, R,18.385,-0.825064,1.95858,131.429,7.05959,-0.0708048,114.007,0,0.467847,0.974761,102.638,0.592483,-0.0791294,12.1915,9.55238
Usman Khawaja, Imran Khan, 2017-01-03T15:52:41,1,36,4,0, N, L, R,18.3435,-0.682155,1.95437,133.877,7.45179,0.191605,115.674,0,0.753381,0.908786,103.634,-0.432054,0.301965,12.3216,8.74092
Usman Khawaja, Imran Khan, 2017-01-03T15:53:22,1,36,5,0, N, L, R,18.4291,-0.784017,1.95487,132.557,7.34497,0.0903604,115.924,0,0.65762,0.822402,102.839,-0.537776,0.848345,12.2248,8.15333
Usman Khawaja, Imran Khan, 2017-01-03T15:54:00,1,36,6,0, N, L, R,18.4884,-0.815403,1.95734,137.302,6.36872,-0.0240702,109.69,0,0.525413,0.724865,97.927,1.12969,0.128204,11.6021,8.12184
Matt Renshaw, Yasir Shah, 2017-01-03T15:55:09,1,37,1,0, N, L, R,18.7026,-0.560093,1.92047,86.905,4.52,0.150114,73.7209,0,0.171107,0.584416,67.2457,-3.82638,2.39604,15.1694,10.0594
Matt Renshaw, Yasir Shah, 2017-01-03T15:55:29,1,37,2,0, N, L, R,18.7,-0.658718,1.89618,83.1108,4.51198,0.0204916,67.1838,0,-0.0628058,0.792653,60.8504,-3.68578,-0.220287,16.5694,13.2434
Matt Renshaw, Yasir Shah, 2017-01-03T15:55:50,1,37,3,0, N, L, R,18.8922,-0.685931,1.95175,81.8354,2.62261,0.204686,67.9193,0,0.33092,0.550133,64.2039,-1.25539,1.70019,16.8518,13.0943
Matt Renshaw, Yasir Shah, 2017-01-03T15:56:11,1,37,4,0, N, L, R,18.7465,-0.693014,1.91259,84.5205,4.2217,0.00945278,70.1874,0,0.0233727,0.61176,64.2885,-3.09566,1.00911,15.5804,11.0026
Matt Renshaw, Yasir Shah, 2017-01-03T15:56:37,1,37,5,0, N, L, R,18.6936,-0.651963,1.93338,85.4785,5.3915,0.151744,71.2291,0,0.222274,0.715019,63.7777,-3.33578,1.22701,15.4877,11.2242
Matt Renshaw, Yasir Shah, 2017-01-03T15:57:01,1,37,6,1, N, L, R,18.8084,-0.626842,1.94031,87.5123,4.25882,0.339309,71.3471,0,0.418019,0.627066,65.3815,-3.63782,1.74215,15.1424,10.9866
Matt Renshaw, Imran Khan, 2017-01-03T15:58:01,1,38,1,1, N, L, R,18.4781,-0.790076,1.9326,132.912,8.3982,-0.350874,115.201,0,0.0112777,0.952078,100.714,-0.193827,0.325659,12.7648,8.65161
Usman Khawaja, Imran Khan, 2017-01-03T15:58:42,1,38,2,0, N, L, R,18.2742,-0.799728,1.95024,132.454,7.88537,-0.105913,115.24,0,0.429924,0.898137,102.11,0.068528,-0.0279765,12.3212,8.45428
Usman Khawaja, Imran Khan, 2017-01-03T15:59:20,1,38,3,0, N, L, R,18.6261,-0.803818,1.96188,137.355,6.43759,0.0575389,117.206,0,0.538247,0.673887,105.617,0.108352,0.222056,11.5711,7.43042
Usman Khawaja, Imran Khan, 2017-01-03T16:00:02,1,38,4,0, N, L, R,18.4821,-0.788946,1.93898,140.047,6.8322,-0.122302,116.427,0,0.299053,0.650211,104.249,0.0815647,0.328649,11.7489,7.01888
Usman Khawaja, Imran Khan, 2017-01-03T16:00:41,1,38,5,1, N, L, R,18.3172,-0.769151,1.91963,130.734,7.7431,-0.0206005,114.742,0,0.637627,0.964041,100.843,0.797213,0,12.3474,9.05891
Matt Renshaw, Imran Khan, 2017-01-03T16:01:40,1,38,6,0, N, L, R,18.5226,-0.813829,1.96316,133.058,7.01153,-0.0128126,115.612,0,0.459839,0.880744,102.31,-0.294086,0.327456,12.0636,8.76605
Usman Khawaja, Yasir Shah, 2017-01-03T16:02:45,1,39,1,0, N, L, R,18.6492,-0.63759,1.97117,85.6282,2.97266,0.370929,74.8842,0,0.560038,0.571019,70.6223,-1.40764,2.65955,15.4448,12.1128
Usman Khawaja, Yasir Shah, 2017-01-03T16:03:04,1,39,2,0, N, L, R,18.7777,-0.653534,1.96574,84.4995,4.57083,0.0658491,66.7356,0,0.008483,0.799623,60.4782,-4.26742,1.263,15.627,13.3639
Usman Khawaja, Yasir Shah, 2017-01-03T16:03:24,1,39,3,0, N, L, R,18.6922,-0.659929,1.95533,84.8284,4.26924,-0.107574,68.81,0,-0.150879,0.694372,62.8577,-3.49732,1.40291,15.632,12.1231
